src_region,src_tier,src_instance_class,dst_region,dst_tier,dst_instance_class,min_rtt,avg_rtt,max_rtt,mdev_rtt
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,176.42,176.546,176.737,0.469
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,aws:ap-south-1,PREMIUM,m5.large,184.906,184.931,184.961,0.509
aws:us-east-2,PREMIUM,m5.large,gcp:europe-west1-b,STANDARD,n2-standard-4,103.899,103.951,104.084,0.209
gcp:us-west1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,80.981,81.158,81.273,0.089
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:us-east1-b,STANDARD,n2-standard-4,91.676,91.995,92.72,0.26
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
aws:us-east-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,196.936,196.963,197.003,0.344
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,143.444,143.717,145.248,0.703
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:us-central1-a,STANDARD,n2-standard-4,219.853,220.144,220.359,0.532
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,246.5,246.619,246.731,0.548
aws:me-south-1,PREMIUM,m5.large,gcp:asia-south1-a,PREMIUM,n2-standard-4,38.258,38.318,38.455,0.237
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:us-west1-a,PREMIUM,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,173.699,173.802,174.116,0.434
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,310.022,310.229,310.429,0.758
azure:francecentral,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,97.13,97.266,97.371,0.064
azure:germanywestcentral,PREMIUM,Standard_D2_v3,aws:ap-south-1,PREMIUM,m5.large,120.458,120.545,120.746,0.472
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:us-west1-a,PREMIUM,n2-standard-4,123.559,123.747,124.254,0.209
gcp:us-west1-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:us-east4-a,PREMIUM,n2-standard-4,76.401,76.548,76.744,0.091
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,174.084,174.227,174.324,0.422
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,aws:ap-south-1,PREMIUM,m5.large,198.498,198.618,198.888,0.105
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,STANDARD,n2-standard-4,188.241,188.395,188.684,0.594
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,282.244,282.368,282.592,0.258
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,86.967,87.227,87.724,0.461
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
aws:us-east-1,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,191.35,191.424,191.552,0.394
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-west2-a,PREMIUM,n2-standard-4,262.079,262.172,262.238,0.233
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,,,,
azure:westus,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,247.354,247.83,250.096,0.855
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,189.013,189.086,189.315,0.398
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,STANDARD,n2-standard-4,194.215,194.806,196.942,0.991
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,195.301,195.554,195.846,0.584
aws:us-west-1,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,138.348,138.455,138.614,0.476
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,36.59,36.704,36.803,0.064
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:us-west4-a,PREMIUM,n2-standard-4,166.926,167.024,167.118,0.52
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,STANDARD,n2-standard-4,113.773,113.921,114.086,0.174
aws:af-south-1,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,240.127,240.218,240.425,0.324
aws:ap-northeast-2,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,179.116,179.281,179.355,0.54
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,15.968,16.237,16.42,0.172
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:asia-east1-a,STANDARD,n2-standard-4,,,,
azure:northcentralus,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,167.04,167.151,167.272,0.521
aws:ap-south-1,PREMIUM,m5.large,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,222.287,222.401,222.588,0.374
azure:westus3,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,114.071,114.664,117.592,1.025
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,70.814,70.939,71.021,0.137
aws:ap-northeast-1,PREMIUM,m5.large,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,176.309,176.452,176.573,0.467
aws:ap-southeast-1,PREMIUM,m5.large,gcp:europe-west4-a,PREMIUM,n2-standard-4,196.772,196.853,196.946,0.489
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
azure:westus3,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,41.271,41.506,42.122,0.293
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:westeurope,PREMIUM,Standard_D2_v3,aws:us-west-2,PREMIUM,m5.large,162.915,163.47,167.853,1.516
aws:eu-west-1,PREMIUM,m5.large,gcp:europe-west3-a,PREMIUM,n2-standard-4,23.201,23.264,23.392,0.112
aws:sa-east-1,PREMIUM,m5.large,gcp:us-west1-a,PREMIUM,n2-standard-4,176.255,176.33,176.413,0.048
aws:eu-south-1,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,160.063,160.081,160.12,0.179
aws:me-south-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,170.289,170.385,170.521,0.526
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,PREMIUM,n2-standard-4,,,,
aws:af-south-1,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,160.254,160.299,160.36,0.474
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,151.119,151.252,151.342,0.31
gcp:southamerica-east1-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,114.196,114.387,114.544,0.385
gcp:us-west1-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,aws:sa-east-1,PREMIUM,m5.large,124.013,124.025,124.037,0.472
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,179.486,179.563,179.657,0.427
azure:koreacentral,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,301.825,301.972,302.544,0.195
aws:ap-northeast-2,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,213.515,213.607,213.795,0.468
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,PREMIUM,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,PREMIUM,n2-standard-4,98.41,98.66,98.833,0.31
aws:ap-northeast-3,PREMIUM,m5.large,gcp:europe-central2-a,PREMIUM,n2-standard-4,250.437,250.537,250.701,0.674
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:us-central1-a,PREMIUM,n2-standard-4,,,,
aws:ap-southeast-1,PREMIUM,m5.large,gcp:asia-south1-a,STANDARD,n2-standard-4,56.858,56.934,57.031,0.286
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,18.495,18.661,18.832,0.178
aws:sa-east-1,PREMIUM,m5.large,gcp:asia-east2-a,STANDARD,n2-standard-4,312.265,312.391,312.534,0.506
aws:ap-south-1,PREMIUM,m5.large,gcp:us-east4-a,STANDARD,n2-standard-4,199.413,199.539,199.74,0.359
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,19.485,19.642,19.956,0.165
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,94.767,94.829,94.882,0.414
azure:westus,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,67.795,68.065,68.276,0.311
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,34.325,34.396,34.477,0.239
aws:ap-northeast-3,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,231.298,231.417,231.53,0.648
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,PREMIUM,n2-standard-4,,,,
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
gcp:us-central1-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,205.915,206.038,206.148,0.412
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
aws:ap-southeast-1,PREMIUM,m5.large,gcp:asia-southeast1-a,STANDARD,n2-standard-4,2.724,2.886,3.027,0.112
aws:ap-southeast-1,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,225.813,225.958,226.466,0.179
aws:eu-west-2,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,169.863,169.889,169.912,0.014
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,290.55,290.762,291.351,0.755
aws:us-west-2,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,275.523,275.543,275.562,0.621
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,191.144,191.402,192.007,0.459
aws:us-east-1,PREMIUM,m5.large,gcp:australia-southeast1-a,STANDARD,n2-standard-4,230.852,230.924,231.002,0.049
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,PREMIUM,n2-standard-4,145.28,145.4,145.492,0.252
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,232.986,233.132,233.244,0.078
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,STANDARD,n2-standard-4,213.245,213.364,213.468,0.511
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:us-west1-a,PREMIUM,n2-standard-4,216.113,216.274,216.408,0.426
aws:ap-east-1,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,83.622,83.779,83.952,0.106
azure:westus,PREMIUM,Standard_D2_v3,gcp:us-east4-a,PREMIUM,n2-standard-4,68.293,68.405,68.548,0.275
azure:uksouth,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,188.96,189.236,190.938,0.664
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,109.871,110.094,110.588,0.279
aws:eu-west-1,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,213.593,213.668,213.846,0.624
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,117.162,117.245,117.379,0.064
azure:westus3,PREMIUM,Standard_D2_v3,aws:us-west-1,PREMIUM,m5.large,16.023,16.197,16.836,0.254
aws:eu-west-1,PREMIUM,m5.large,aws:ap-northeast-3,PREMIUM,m5.large,214.306,214.326,214.354,0.585
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,4.519,4.681,5.071,0.157
aws:ap-northeast-1,PREMIUM,m5.large,gcp:europe-west4-a,PREMIUM,n2-standard-4,225.94,226.022,226.096,0.523
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,205.343,205.427,205.547,0.61
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
aws:ap-northeast-3,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,66.603,66.621,66.649,0.305
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,170.638,170.761,171.098,0.432
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,PREMIUM,n2-standard-4,41.326,41.441,41.787,0.201
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,PREMIUM,n2-standard-4,221.758,222.341,223.534,0.838
aws:eu-west-1,PREMIUM,m5.large,gcp:us-east1-b,PREMIUM,n2-standard-4,96.404,96.486,96.591,0.371
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:ap-south-1,PREMIUM,m5.large,268.032,268.139,268.468,0.625
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:us-west4-a,PREMIUM,n2-standard-4,226.649,226.787,227.012,0.533
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,2.883,2.97,3.075,0.073
azure:norwayeast,PREMIUM,Standard_D2_v3,aws:ap-northeast-1,PREMIUM,m5.large,243.43,243.535,243.657,0.228
azure:westus3,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,135.514,136.038,137.664,0.61
azure:northcentralus,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,127.306,127.466,127.896,0.293
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,34.474,34.627,34.797,0.107
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,PREMIUM,n2-standard-4,133.553,133.85,135.124,0.501
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,307.093,307.219,307.464,0.367
aws:me-south-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,212.251,212.359,212.552,0.466
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,aws:eu-central-1,PREMIUM,m5.large,9.76,9.892,10.147,0.13
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:us-east1-b,STANDARD,n2-standard-4,218.264,218.417,218.617,0.229
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
gcp:europe-west1-b,STANDARD,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-3,PREMIUM,m5.large,aws:ap-northeast-2,PREMIUM,m5.large,28.483,28.508,28.548,0.152
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,144.876,145.09,145.758,0.554
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,89.903,90.007,90.176,0.387
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
aws:eu-west-2,PREMIUM,m5.large,gcp:us-east4-a,PREMIUM,n2-standard-4,78.698,78.855,78.978,0.296
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,STANDARD,n2-standard-4,242.466,242.738,243.466,0.568
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-south2-a,PREMIUM,n2-standard-4,169.142,169.352,169.531,0.341
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
gcp:europe-west1-b,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,aws:us-west-1,PREMIUM,m5.large,156.299,156.408,156.518,0.534
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-south2-a,PREMIUM,n2-standard-4,254.845,254.999,255.338,0.569
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,326.892,327.034,327.292,0.587
gcp:europe-west1-b,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,101.877,102.002,102.147,0.329
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,330.012,330.155,330.266,0.633
aws:ap-east-1,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,36.083,36.146,36.221,0.129
aws:ap-southeast-1,PREMIUM,m5.large,gcp:us-west1-a,STANDARD,n2-standard-4,173.614,173.66,173.718,0.417
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,98.963,99.443,101.381,0.705
aws:us-west-2,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,176.767,176.792,176.84,0.02
aws:sa-east-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,272.902,272.944,273.022,0.573
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,STANDARD,n2-standard-4,231.654,231.793,232.032,0.582
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
gcp:asia-south1-a,STANDARD,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,229.054,229.139,229.276,0.608
azure:japaneast,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,261.869,262.007,262.119,0.403
aws:ap-northeast-1,PREMIUM,m5.large,gcp:europe-west6-a,PREMIUM,n2-standard-4,233.602,233.725,233.783,0.435
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:eu-south-1,PREMIUM,m5.large,202.529,202.686,202.995,0.378
gcp:europe-west1-b,PREMIUM,n2-standard-4,gcp:us-central1-a,PREMIUM,n2-standard-4,,,,
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,199.017,199.14,199.274,0.352
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast2-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,257.735,257.87,258.017,0.648
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,159.8,159.945,160.163,0.45
aws:us-east-2,PREMIUM,m5.large,aws:eu-south-1,PREMIUM,m5.large,109.26,109.279,109.309,0.209
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,260.715,260.813,261.006,0.403
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:us-west4-a,PREMIUM,n2-standard-4,172.501,172.979,175.333,0.874
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,187.794,188.002,188.735,0.504
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:us-east-2,PREMIUM,m5.large,23.024,23.172,23.268,0.206
azure:eastasia,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,216.591,216.677,216.992,0.478
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,241.495,241.687,241.885,0.456
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,129.098,129.387,131.196,0.722
aws:ap-southeast-2,PREMIUM,m5.large,gcp:asia-east2-a,PREMIUM,n2-standard-4,127.648,127.759,127.847,0.396
aws:ap-northeast-1,PREMIUM,m5.large,gcp:us-west1-a,PREMIUM,n2-standard-4,91.376,91.51,91.625,0.31
aws:sa-east-1,PREMIUM,m5.large,gcp:asia-east2-a,PREMIUM,n2-standard-4,305.424,305.536,305.65,0.061
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,256.709,257.147,258.767,0.853
azure:westus,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,172.593,172.839,173.241,0.579
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
aws:us-east-2,PREMIUM,m5.large,aws:ap-south-1,PREMIUM,m5.large,193.75,193.831,193.992,0.596
aws:us-west-1,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,148.325,148.484,148.632,0.523
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,250.783,250.871,250.963,0.23
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,119.052,119.237,119.873,0.38
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,PREMIUM,n2-standard-4,107.521,107.92,109.89,0.692
aws:eu-west-2,PREMIUM,m5.large,gcp:europe-west6-a,PREMIUM,n2-standard-4,19.909,19.95,19.995,0.03
aws:us-west-2,PREMIUM,m5.large,gcp:asia-south2-a,PREMIUM,n2-standard-4,236.425,236.516,237.007,0.637
aws:eu-west-1,PREMIUM,m5.large,aws:ap-northeast-2,PREMIUM,m5.large,243.425,243.445,243.473,0.221
aws:us-west-2,PREMIUM,m5.large,gcp:asia-southeast1-a,STANDARD,n2-standard-4,188.702,188.823,188.901,0.479
aws:us-east-2,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,213.337,213.353,213.389,0.619
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,PREMIUM,n2-standard-4,6.107,6.217,6.501,0.142
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,PREMIUM,n2-standard-4,,,,
