src_region,src_tier,src_instance_class,dst_region,dst_tier,dst_instance_class,min_rtt,avg_rtt,max_rtt,mdev_rtt
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
aws:eu-west-2,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,13.65,13.726,13.793,0.162
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:us-west-2,PREMIUM,m5.large,193.364,193.531,194.373,0.348
aws:ap-northeast-3,PREMIUM,m5.large,aws:ap-south-1,PREMIUM,m5.large,113.467,113.478,113.492,0.426
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,,,,
gcp:us-central1-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,STANDARD,n2-standard-4,110.916,111.11,111.33,0.352
azure:eastasia,PREMIUM,Standard_D2_v3,aws:af-south-1,PREMIUM,m5.large,293.314,293.377,293.465,0.051
aws:us-west-1,PREMIUM,m5.large,gcp:asia-south1-a,STANDARD,n2-standard-4,232.331,232.491,232.635,0.101
aws:eu-south-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,107.297,107.405,107.557,0.394
aws:us-west-2,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,150.722,150.814,151.045,0.527
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,PREMIUM,n2-standard-4,213.188,213.3,213.498,0.088
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,PREMIUM,n2-standard-4,193.816,193.981,194.268,0.237
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:us-west4-a,PREMIUM,n2-standard-4,297.834,298.097,298.652,0.679
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,PREMIUM,n2-standard-4,131.353,131.481,131.621,0.294
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
gcp:asia-southeast2-a,STANDARD,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
aws:us-west-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,17.034,17.122,17.244,0.134
aws:eu-west-1,PREMIUM,m5.large,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,199.507,199.666,199.779,0.604
azure:westus,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,173.265,173.445,173.935,0.383
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,88.419,88.567,88.839,0.393
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,180.017,180.087,180.17,0.383
aws:us-east-1,PREMIUM,m5.large,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,198.428,198.519,198.617,0.288
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,203.865,204.022,204.16,0.084
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,233.713,233.991,235.058,0.68
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:us-east-2,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,22.799,22.87,22.902,0.168
aws:eu-west-2,PREMIUM,m5.large,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,87.53,87.586,87.705,0.06
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,8.524,9.25,14.012,1.592
aws:me-south-1,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,91.997,92.008,92.027,0.358
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:asia-south2-a,PREMIUM,n2-standard-4,249.644,259.085,261.917,4.756
azure:westus3,PREMIUM,Standard_D2_v3,gcp:europe-west4-a,STANDARD,n2-standard-4,131.585,132.023,133.554,0.577
aws:eu-central-1,PREMIUM,m5.large,gcp:europe-west2-a,PREMIUM,n2-standard-4,15.447,15.555,15.738,0.107
aws:eu-central-1,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,30.392,30.461,30.542,0.225
azure:eastus,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,STANDARD,n2-standard-4,91.44,91.545,91.649,0.365
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
aws:eu-south-1,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,117.223,117.313,117.452,0.274
aws:ap-southeast-2,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,215.059,215.21,215.543,0.523
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,244.219,244.481,244.722,0.259
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,217.645,217.789,218.009,0.633
azure:northeurope,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,41.725,41.884,42.18,0.289
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
aws:eu-north-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,293.53,293.57,293.669,0.421
azure:westus3,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,161.138,161.494,163.319,0.817
gcp:us-east4-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
aws:eu-south-1,PREMIUM,m5.large,aws:me-south-1,PREMIUM,m5.large,92.394,92.421,92.44,0.011
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
aws:ap-northeast-3,PREMIUM,m5.large,gcp:asia-east2-a,STANDARD,n2-standard-4,71.615,71.71,71.833,0.22
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,33.279,33.375,33.431,0.249
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,270.483,270.829,272.433,0.589
aws:ap-northeast-2,PREMIUM,m5.large,aws:ap-east-1,PREMIUM,m5.large,74.155,74.173,74.198,0.272
aws:eu-central-1,PREMIUM,m5.large,gcp:europe-central2-a,PREMIUM,n2-standard-4,16.694,16.845,16.989,0.128
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
azure:westus3,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,164.768,164.925,165.218,0.559
aws:us-east-2,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,113.809,113.875,113.945,0.265
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,STANDARD,n2-standard-4,116.786,116.926,117.098,0.356
aws:us-east-1,PREMIUM,m5.large,gcp:us-west4-a,STANDARD,n2-standard-4,72.105,72.177,72.316,0.247
azure:westus,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,105.779,105.877,106.002,0.333
aws:ap-southeast-2,PREMIUM,m5.large,gcp:asia-east1-a,PREMIUM,n2-standard-4,146.461,146.607,146.881,0.496
aws:eu-west-2,PREMIUM,m5.large,gcp:europe-north1-a,STANDARD,n2-standard-4,38.997,39.141,39.317,0.236
aws:us-west-1,PREMIUM,m5.large,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,75.449,75.574,75.683,0.354
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,30.477,30.689,31.035,0.147
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:us-east1-b,PREMIUM,n2-standard-4,,,,
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:us-west4-a,PREMIUM,n2-standard-4,,,,
aws:af-south-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,387.386,387.472,387.519,0.682
azure:westus3,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,185.024,185.323,185.558,0.177
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
gcp:europe-west6-a,STANDARD,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:ap-southeast-1,PREMIUM,m5.large,gcp:us-east4-a,PREMIUM,n2-standard-4,211.592,211.706,211.787,0.508
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,209.002,209.095,209.198,0.616
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:asia-east1-a,STANDARD,n2-standard-4,,,,
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,PREMIUM,n2-standard-4,,,,
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,167.564,167.672,167.819,0.456
aws:ap-southeast-2,PREMIUM,m5.large,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,108.246,108.359,108.456,0.073
aws:af-south-1,PREMIUM,m5.large,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,238.915,239.022,239.098,0.056
aws:eu-south-1,PREMIUM,m5.large,gcp:us-west1-a,PREMIUM,n2-standard-4,148.698,148.803,148.927,0.306
aws:us-east-2,PREMIUM,m5.large,gcp:us-west1-a,PREMIUM,n2-standard-4,63.714,63.853,63.945,0.347
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,201.929,202.915,209.86,2.361
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,139.829,139.972,140.356,0.399
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,PREMIUM,n2-standard-4,14.833,15.3,17.568,0.786
aws:ap-northeast-3,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,33.987,34.094,34.215,0.072
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,PREMIUM,n2-standard-4,20.172,20.4,20.635,0.166
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,274.441,274.648,274.824,0.715
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:us-east1-b,PREMIUM,n2-standard-4,235.507,235.626,235.803,0.656
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
azure:westus3,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,172.864,172.972,173.13,0.463
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-west2-a,STANDARD,n2-standard-4,182.875,182.942,183.152,0.578
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,STANDARD,n2-standard-4,29.813,30.032,30.373,0.263
azure:swedencentral,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,8.033,8.113,8.228,0.119
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:us-central1-a,STANDARD,n2-standard-4,204.1,204.315,204.878,0.355
gcp:us-central1-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,,,,
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,126.258,126.479,127.04,0.528
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,182.572,183.229,188.592,1.877
gcp:asia-southeast1-a,STANDARD,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,STANDARD,n2-standard-4,225.902,226.192,227.769,0.573
aws:ap-southeast-1,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,16.347,16.444,16.524,0.161
aws:eu-south-1,PREMIUM,m5.large,aws:ap-south-1,PREMIUM,m5.large,105.297,105.32,105.351,0.355
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,96.909,96.962,97.052,0.244
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,6.345,6.414,6.487,0.046
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,81.552,81.641,81.733,0.317
azure:japaneast,PREMIUM,Standard_D2_v3,aws:us-east-2,PREMIUM,m5.large,157.71,157.808,158.047,0.51
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:us-west4-a,PREMIUM,n2-standard-4,145.512,145.635,145.929,0.22
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
azure:koreacentral,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,160.831,160.887,160.952,0.36
aws:us-east-2,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,169.486,169.652,170.012,0.154
aws:eu-south-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,247.982,248.027,248.107,0.63
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,210.871,211.044,211.343,0.558
aws:ca-central-1,PREMIUM,m5.large,aws:eu-north-1,PREMIUM,m5.large,104.924,104.946,104.986,0.205
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,111.709,111.907,112.289,0.149
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-2,PREMIUM,m5.large,gcp:us-west4-a,STANDARD,n2-standard-4,152.416,152.496,152.589,0.053
aws:eu-west-2,PREMIUM,m5.large,gcp:europe-west2-a,STANDARD,n2-standard-4,4.273,4.327,4.38,0.041
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,21.711,22.094,23.518,0.506
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
azure:westus3,PREMIUM,Standard_D2_v3,gcp:us-central1-a,STANDARD,n2-standard-4,71.376,71.582,71.792,0.247
aws:eu-south-1,PREMIUM,m5.large,gcp:us-east4-a,PREMIUM,n2-standard-4,98.998,99.08,99.177,0.426
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,STANDARD,n2-standard-4,133.069,133.267,133.471,0.305
aws:ap-southeast-2,PREMIUM,m5.large,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,199.445,199.56,199.634,0.403
aws:ap-northeast-1,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,362.489,362.51,362.529,0.659
azure:swedencentral,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,189.455,189.583,190.21,0.289
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,195.57,195.74,195.882,0.601
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,PREMIUM,n2-standard-4,,,,
gcp:europe-north1-a,STANDARD,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
gcp:europe-west1-b,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
azure:westus3,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,145.179,145.479,145.686,0.435
azure:westus3,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,PREMIUM,n2-standard-4,171.6,171.809,172.032,0.288
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,299.51,299.569,299.644,0.491
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,190.106,190.306,190.608,0.5
aws:us-west-1,PREMIUM,m5.large,gcp:asia-south2-a,PREMIUM,n2-standard-4,275.236,275.365,275.428,0.623
azure:swedencentral,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,104.941,105.053,105.313,0.422
gcp:europe-west4-a,PREMIUM,n2-standard-4,gcp:us-east1-b,STANDARD,n2-standard-4,,,,
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,114.117,114.242,114.467,0.097
aws:ap-southeast-2,PREMIUM,m5.large,gcp:australia-southeast1-a,STANDARD,n2-standard-4,101.139,101.233,101.323,0.323
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,STANDARD,n2-standard-4,72.72,72.909,73.139,0.362
aws:ap-northeast-2,PREMIUM,m5.large,gcp:europe-west2-a,STANDARD,n2-standard-4,259.203,259.277,259.369,0.512
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:ap-south-1,PREMIUM,m5.large,gcp:europe-west6-a,PREMIUM,n2-standard-4,125.89,125.949,126.017,0.163
azure:norwayeast,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,102.784,102.864,103.023,0.327
azure:westus,PREMIUM,Standard_D2_v3,aws:eu-west-2,PREMIUM,m5.large,145.742,145.848,146.092,0.263
azure:westus,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,168.428,168.612,168.726,0.083
aws:ap-northeast-2,PREMIUM,m5.large,gcp:europe-west6-a,STANDARD,n2-standard-4,249.103,249.14,249.203,0.632
aws:us-east-2,PREMIUM,m5.large,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,131.118,131.214,131.466,0.376
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,186.177,186.281,186.379,0.079
azure:eastus,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,214.477,214.635,214.805,0.307
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,203.673,204.526,210.812,2.164
gcp:europe-west2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:us-west1-a,PREMIUM,n2-standard-4,94.251,94.399,94.501,0.345
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:us-west1-a,STANDARD,n2-standard-4,260.605,260.758,261.021,0.348
aws:us-east-2,PREMIUM,m5.large,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,126.079,126.221,126.359,0.09
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,231.329,231.669,232.351,0.641
azure:uaenorth,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,139.073,139.116,139.175,0.501
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
aws:us-west-2,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,111.688,111.807,111.928,0.373
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,STANDARD,n2-standard-4,9.367,9.517,9.98,0.211
azure:centralindia,PREMIUM,Standard_D2_v3,aws:us-east-1,PREMIUM,m5.large,201.987,202.105,202.222,0.535
gcp:europe-west4-a,STANDARD,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,218.264,218.345,218.428,0.3
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,348.084,348.237,348.421,0.752
aws:eu-west-1,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,283.911,283.978,284.07,0.675
aws:ap-south-1,PREMIUM,m5.large,gcp:asia-east1-a,STANDARD,n2-standard-4,217.118,217.19,217.243,0.418
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,293.296,293.389,293.458,0.594
aws:ap-southeast-3,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,30.12,30.193,30.324,0.243
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
azure:southafricanorth,PREMIUM,Standard_D2_v3,aws:eu-central-1,PREMIUM,m5.large,175.448,175.585,175.711,0.207
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
azure:westus,PREMIUM,Standard_D2_v3,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,114.531,114.777,115.113,0.443
aws:ap-east-1,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,196.684,196.743,196.82,0.445
aws:af-south-1,PREMIUM,m5.large,gcp:europe-west1-b,STANDARD,n2-standard-4,165.516,165.667,165.826,0.555
aws:us-east-1,PREMIUM,m5.large,gcp:asia-southeast1-a,PREMIUM,n2-standard-4,218.479,218.607,218.928,0.112
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,75.53,75.753,76.586,0.304
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
aws:ap-east-1,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,193.065,193.14,193.231,0.442
gcp:asia-southeast2-a,STANDARD,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,307.061,307.216,307.449,0.709
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,225.662,225.93,226.226,0.412
aws:us-west-1,PREMIUM,m5.large,aws:eu-south-1,PREMIUM,m5.large,159.983,160.013,160.168,0.361
azure:australiaeast,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,146.449,146.535,146.691,0.46
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,,,,
azure:northcentralus,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,136.277,136.479,137.879,0.64
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:us-central1-a,STANDARD,n2-standard-4,112.255,112.399,112.545,0.311
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,97.489,97.778,99.105,0.468
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,184.693,184.852,185.113,0.23
azure:westeurope,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,249.197,249.312,249.598,0.12
aws:us-west-1,PREMIUM,m5.large,aws:eu-central-1,PREMIUM,m5.large,148.902,148.968,149.167,0.077
aws:sa-east-1,PREMIUM,m5.large,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,54.744,54.864,55.389,0.311
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,257.163,257.274,257.386,0.237
aws:us-east-1,PREMIUM,m5.large,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,116.161,116.28,116.455,0.172
azure:northeurope,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,113.526,113.6,113.697,0.053
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,136.469,136.674,137.562,0.533
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,,,,
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,274.294,274.513,274.756,0.675
aws:ap-south-1,PREMIUM,m5.large,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,153.747,153.834,153.942,0.309
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,PREMIUM,n2-standard-4,2.343,2.498,2.693,0.11
gcp:europe-central2-a,PREMIUM,n2-standard-4,gcp:us-central1-a,PREMIUM,n2-standard-4,,,,
